stdid,univcode,department_id,semester_clean,semester,term,course_name,subject,sub,facid,fac_fem,fac_female,course_rank,elite,age,female,reservation_stu,father_college,mother_college,b_i_jeemain_score,b_math_g1_score,b_physics_g1_score,e_math_g3_score,e_physics_g3_score,b_ct_score,b_ql_score,b_math_confidence,b_physics_confidence,e_math_confidence,e_physics_confidence,b_math_anxiety,b_physics_anxiety,e_math_anxiety,e_physics_anxiety,b_stay_branch,e_stay_branch,e_received_tutoring,b_salary_expected,e_salary_expected,b_n_friends,e_n_friends,e_ask_questions2,b_ask_questions2,you_equityminded_math,you_equityminded_physics,mates_equityminded_math,mates_equityminded_physics,e_mathstudy_25,b_mathstudy_25,e_physicsstudy_25,b_physicsstudy_25,e_mathstudy_27,b_mathstudy_27,e_physicsstudy_27,b_physicsstudy_27,e_mathstudy_29,b_mathstudy_29,e_physicsstudy_29,b_physicsstudy_29,b_received_tutoring,e_dropped_out,e_switchmajor,e_attend_grad_school,e_college_satisfied,e_stem_belonging_z,fac_associate_professor,fac_assistant_professor,fac_professor,fac_yearsinhighed,fac_degree_college_elite,reservation_fac,fac_age,fac_highest_degree_phd,fac_highest_degree_phd_in_prog,fac_highest_degree_masters,major_better_after2yrs,math_science_better_after2yrs,math_science_better_start,intelligence_beliefs,weekly_hours_tutoring,weekly_hours_homework_tests,weekly_hours_course,weekly_hours_advising_students,weekly_hours_lessons_planning,weekly_hours_teaching_class,tpi_score3,tpi_score4,tpi_score5,tpi_score8
100041,COL01,COL01_CS,1,1,1,SEM1_PROGRAMMING,programming,programming,F0009,1,1,93.617,0,17.850,0,0,1,0,62.880,37.448,43.717,51.073,42.359,45.072,49.336,3.681,3.521,3.576,3.158,2.582,3.267,2.340,2.960,1,1,0,715.880,707.414,7.421,8.651,1,1,NA,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2.7489859174924467,0.088,0,0,1,15.468,1,1,40.778,0,0,1,2_disagree,2_disagree,3_neither_agree_nor_disagree,fixed intelligence&&strongly disagree::can learn&&agree::student control&&disagree,0.598,1.439,4.837,0.202,3.357,11.359,2.114105264820971,0.46425246167546325,1.592029707036636,0.11211306095196877
100041,COL01,COL01_CS,1,1,1,SEM1_WRITING,writing,writing,F0011,0,0,74.468,1,17.850,0,0,1,0,62.880,37.448,43.717,51.073,42.359,45.072,49.336,3.681,3.521,3.576,3.158,2.582,3.267,2.340,2.960,1,1,0,715.880,707.414,7.421,8.651,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2.7489859174924467,0.088,1,0,0,14.760,0,0,44.210,0,0,1,2_disagree,3_neither_agree_nor_disagree,5_strongly_agree,fixed intelligence&&agree::can learn&&disagree::student control&&strongly agree,1.637,5.111,5.088,1.625,4.477,7.737,1.4163640743065904,0.5084425396028512,0.37911898313098297,0.028405918736406365
100041,COL01,COL01_CS,2,2,2,SEM2_MATH,math,math,F0014,0,0,59.574,1,17.850,0,0,1,0,62.880,37.448,43.717,51.073,42.359,45.072,49.336,3.681,3.521,3.576,3.158,2.582,3.267,2.340,2.960,1,1,0,715.880,707.414,7.421,8.651,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2.7489859174924467,0.088,0,0,1,13.881,1,0,37.292,0,1,0,5_strongly_agree,1_strongly_disagree,3_neither_agree_nor_disagree,fixed intelligence&&strongly disagree::can learn&&agree::student control&&disagree,1.880,5.493,4.599,3.447,5.125,9.475,-0.4348376070439596,0.24554582042925716,0.1669963653730392,-0.5512397857278765
100041,COL01,COL01_CS,2,2,2,SEM2_PHYSICS,physics,physics,F0016,1,1,95.745,0,17.850,0,0,1,0,62.880,37.448,43.717,51.073,42.359,45.072,49.336,3.681,3.521,3.576,3.158,2.582,3.267,2.340,2.960,1,1,0,715.880,707.414,7.421,8.651,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2.7489859174924467,0.088,1,0,0,16.056,0,0,27.240,0,0,1,4_agree,4_agree,5_strongly_agree,fixed intelligence&&agree::can learn&&disagree::student control&&strongly agree,1.042,1.404,4.640,2.047,5.089,7.010,-0.5582554622634012,0.03874339375709485,-0.4993795497096054,1.2633513751937913
100041,COL01,COL01_CS,2,2,2,SEM2_CIRCUITS,circuits,circuits,F0020,0,0,72.340,0,17.850,0,0,1,0,62.880,37.448,43.717,51.073,42.359,45.072,49.336,3.681,3.521,3.576,3.158,2.582,3.267,2.340,2.960,1,1,0,715.880,707.414,7.421,8.651,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2.7489859174924467,0.088,0,1,NA,5.827,0,1,28.674,1,0,0,1_strongly_disagree,2_disagree,4_agree,fixed intelligence&&strongly agree::can learn&&neither agree nor disagree::student control&&strongly disagree,1.573,2.871,6.846,2.892,4.572,6.465,0.05716775090126984,0.41014034425312795,0.327223663250452,-0.2647245748572021
100041,COL01,COL01_CS,2,2,2,SEM2_SOFT_SKILLS,soft skills,soft_skills,F0024,1,1,38.298,0,17.850,0,0,1,0,62.880,37.448,43.717,51.073,42.359,45.072,49.336,3.681,3.521,3.576,3.158,2.582,3.267,2.340,2.960,1,1,0,715.880,707.414,7.421,8.651,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2.7489859174924467,0.088,0,1,0,2.233,0,0,34.712,1,0,0,2_disagree,2_disagree,3_neither_agree_nor_disagree,fixed intelligence&&strongly disagree::can learn&&agree::student control&&disagree,1.415,3.502,4.114,2.609,2.343,7.438,0.20375563239281838,0.5506664276080595,1.7087051433987002,2.009507083290826
100045,COL01,COL01_CS,1,1,1,SEM1_MATH,math,math,F0003,1,1,31.915,0,19.320,0,0,0,0,53.824,50.669,64.273,50.589,71.704,58.164,43.687,2.249,2.529,2.034,2.241,3.061,3.157,3.365,3.142,1,1,0,738.400,759.351,2.699,5.692,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,4.652576237934055,0.290,0,1,0,6.902,0,0,40.265,0,0,1,1_strongly_disagree,1_strongly_disagree,2_disagree,fixed intelligence&&disagree::can learn&&strongly agree::student control&&neither agree nor disagree,1.240,3.193,3.929,1.333,6.851,3.348,-2.063350898831093,0.9481360138906196,1.0992583811015353,1.4102810465368596
100045,COL01,COL01_CS,1,1,1,SEM1_PHYSICS,physics,physics,F0006,1,1,44.681,0,19.320,0,0,0,0,53.824,50.669,64.273,50.589,71.704,58.164,43.687,2.249,2.529,2.034,2.241,3.061,3.157,NA,3.142,1,1,0,738.400,759.351,2.699,5.692,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,4.652576237934055,0.290,0,1,0,10.767,1,0,51.785,0,1,0,4_agree,4_agree,5_strongly_agree,fixed intelligence&&agree::can learn&&disagree::student control&&strongly agree,2.640,3.343,4.562,3.226,4.682,6.314,-0.5172398375124522,1.2468704025933244,0.8413824256199864,-0.8619526825243925
100045,COL01,COL01_CS,1,1,1,SEM1_PROGRAMMING,programming,programming,F0008,0,0,17.021,0,19.320,0,0,0,0,53.824,50.669,64.273,50.589,71.704,58.164,43.687,2.249,2.529,2.034,2.241,3.061,3.157,3.365,3.142,1,1,0,738.400,759.351,2.699,5.692,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,4.652576237934055,0.290,1,0,0,6.358,0,0,30.348,1,0,0,4_agree,5_strongly_agree,2_disagree,fixed intelligence&&disagree::can learn&&strongly agree::student control&&neither agree nor disagree,2.726,1.722,3.028,1.301,3.657,7.844,1.7013525346529121,0.28705821569684375,0.490825957081185,-0.3117809791493415
100045,COL01,COL01_CS,1,1,1,SEM1_WRITING,writing,writing,F0012,1,1,8.511,0,19.320,0,0,0,0,53.824,50.669,64.273,50.589,71.704,58.164,43.687,2.249,2.529,2.034,2.241,3.061,3.157,3.365,3.142,1,1,0,738.400,759.351,2.699,5.692,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,4.652576237934055,0.290,1,0,0,19.472,0,0,28.979,0,0,1,5_strongly_agree,5_strongly_agree,1_strongly_disagree,fixed intelligence&&neither agree nor disagree::can learn&&strongly disagree::student control&&agree,2.149,3.020,8.189,1.852,1.028,8.911,0.5208849653308365,-0.18716361869508008,-1.549697755708209,0.5225813018830203
100045,COL01,COL01_CS,2,2,2,SEM2_MATH,math,math,F0013,1,1,48.936,1,19.320,0,0,0,0,53.824,50.669,64.273,50.589,71.704,58.164,43.687,2.249,2.529,2.034,2.241,3.061,3.157,3.365,3.142,1,1,0,738.400,759.351,2.699,5.692,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,4.652576237934055,0.290,1,0,0,9.678,0,0,43.179,1,0,0,1_strongly_disagree,1_strongly_disagree,2_disagree,fixed intelligence&&disagree::can learn&&strongly agree::student control&&neither agree nor disagree,0.715,NA,4.892,4.469,3.722,6.103,-0.28089797407368344,0.13580286485191195,1.202927217498739,1.12354407560251
100045,COL01,COL01_CS,2,2,2,SEM2_PHYSICS,physics,physics,F0016,1,1,51.064,1,19.320,0,0,0,0,53.824,50.669,64.273,50.589,71.704,58.164,43.687,2.249,2.529,2.034,2.241,3.061,3.157,3.365,3.142,1,1,0,738.400,759.351,2.699,5.692,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,4.652576237934055,0.290,1,0,0,16.056,0,0,27.240,0,0,1,4_agree,4_agree,5_strongly_agree,fixed intelligence&&agree::can learn&&disagree::student control&&strongly agree,1.042,1.404,4.640,2.047,5.089,7.010,-0.5582554622634012,0.03874339375709485,-0.4993795497096054,1.2633513751937913
100045,COL01,COL01_CS,2,2,2,SEM2_CIRCUITS,circuits,circuits,F0021,1,1,36.170,1,19.320,0,0,0,0,53.824,50.669,64.273,50.589,71.704,58.164,43.687,2.249,2.529,2.034,2.241,3.061,3.157,3.365,3.142,1,1,0,738.400,759.351,2.699,5.692,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,4.652576237934055,0.290,0,1,0,15.027,0,0,35.033,1,0,0,4_agree,4_agree,5_strongly_agree,fixed intelligence&&agree::can learn&&disagree::student control&&strongly agree,2.011,2.476,4.420,2.164,2.583,3.716,-0.15809339981516188,1.125997872904811,1.241602611998452,-0.7689319077617591
100045,COL01,COL01_CS,2,2,2,SEM2_SOFT_SKILLS,soft skills,soft_skills,F0023,0,0,55.319,0,19.320,0,0,0,0,53.824,50.669,64.273,50.589,71.704,58.164,43.687,2.249,2.529,2.034,2.241,3.061,3.157,3.365,3.142,1,1,0,738.400,759.351,2.699,5.692,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,4.652576237934055,0.290,1,0,0,8.616,0,1,50.966,0,0,1,4_agree,5_strongly_agree,2_disagree,fixed intelligence&&disagree::can learn&&strongly agree::student control&&neither agree nor disagree,1.683,3.879,8.154,1.020,4.602,11.362,0.9167977193163347,-1.6460693731941256,0.2065785590267623,0.2954087708694058
100003,COL01,COL01_CS,1,1,1,SEM1_MATH,math,math,F0001,1,1,38.298,0,19.900,0,1,0,0,49.201,34.427,47.277,42.974,54.660,36.605,55.643,2.229,2.516,1.886,2.917,5,3.761,5,3.536,0,1,0,549.970,662.329,2.631,6.452,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,3.6296088824165125,-0.043,0,1,0,3.575,0,1,41.524,1,0,0,4_agree,4_agree,5_strongly_agree,fixed intelligence&&agree::can learn&&disagree::student control&&strongly agree,2.748,3.453,3.529,0.577,5.861,9.016,0.39527708397708955,-0.004508223969298231,-0.3345991130576138,-2.2648409552819975
100003,COL01,COL01_CS,1,1,1,SEM1_PHYSICS,physics,physics,F0006,1,1,14.894,0,19.900,0,1,0,0,49.201,34.427,47.277,42.974,54.660,36.605,55.643,2.229,2.516,1.886,2.917,5,3.761,5,3.536,0,1,0,549.970,662.329,2.631,6.452,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,3.6296088824165125,-0.043,0,1,0,10.767,1,0,51.785,0,1,0,4_agree,4_agree,5_strongly_agree,fixed intelligence&&agree::can learn&&disagree::student control&&strongly agree,2.640,3.343,4.562,3.226,4.682,6.314,-0.5172398375124522,1.2468704025933244,0.8413824256199864,-0.8619526825243925
100003,COL01,COL01_CS,1,1,1,SEM1_PROGRAMMING,programming,programming,F0007,1,1,80.851,0,19.900,0,1,0,0,49.201,34.427,47.277,42.974,54.660,36.605,55.643,2.229,2.516,1.886,2.917,5,3.761,5,3.536,0,1,0,549.970,662.329,2.631,6.452,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,3.6296088824165125,-0.043,0,0,1,7.213,0,1,49.964,1,0,0,5_strongly_agree,5_strongly_agree,1_strongly_disagree,fixed intelligence&&neither agree nor disagree::can learn&&strongly disagree::student control&&agree,3.396,3.741,5.594,2.264,6.270,7.493,1.221150068758613,-0.7795686327141284,0.24565138888006122,0.336521371472194
100003,COL01,COL01_CS,1,1,1,SEM1_WRITING,writing,writing,F0010,1,1,36.170,0,19.900,0,1,0,0,49.201,34.427,47.277,42.974,54.660,36.605,55.643,2.229,2.516,1.886,2.917,5,3.761,5,3.536,0,1,0,549.970,662.329,2.631,6.452,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,3.6296088824165125,-0.043,1,0,0,9.821,1,1,44.216,1,0,0,3_neither_agree_nor_disagree,3_neither_agree_nor_disagree,4_agree,fixed intelligence&&strongly agree::can learn&&neither agree nor disagree::student control&&strongly disagree,0.570,2.798,5.516,2.492,4.468,8.556,-1.8206947819254238,0.622958150575001,-0.8735020205353792,0.942218034888439
100003,COL01,COL01_CS,2,2,2,SEM2_MATH,math,math,F0014,0,0,21.277,0,19.900,0,1,0,0,49.201,34.427,47.277,42.974,54.660,36.605,55.643,2.229,2.516,1.886,2.917,5,3.761,5,3.536,0,1,0,549.970,662.329,2.631,6.452,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,3.6296088824165125,-0.043,0,0,1,13.881,1,0,37.292,0,1,0,5_strongly_agree,1_strongly_disagree,3_neither_agree_nor_disagree,fixed intelligence&&strongly disagree::can learn&&agree::student control&&disagree,1.880,5.493,4.599,3.447,5.125,9.475,-0.4348376070439596,0.24554582042925716,0.1669963653730392,-0.5512397857278765
100003,COL01,COL01_CS,2,2,2,SEM2_PHYSICS,physics,physics,F0018,1,1,74.468,0,19.900,0,1,0,0,49.201,34.427,47.277,42.974,54.660,36.605,55.643,2.229,2.516,1.886,2.917,5,3.761,5,3.536,NA,1,0,549.970,662.329,2.631,6.452,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,3.6296088824165125,-0.043,0,1,0,11.018,1,1,42.302,1,0,0,1_strongly_disagree,1_strongly_disagree,2_disagree,fixed intelligence&&disagree::can learn&&strongly agree::student control&&neither agree nor disagree,3.461,1.313,5.072,1.389,1.123,7.797,0.5120477800064382,-0.2843735468779247,-1.3282660078985946,0.40620850762026284
100003,COL01,COL01_CS,2,2,2,SEM2_CIRCUITS,circuits,circuits,F0019,1,1,10.638,0,19.900,0,1,0,0,49.201,34.427,47.277,42.974,54.660,36.605,55.643,2.229,2.516,1.886,2.917,5,3.761,5,3.536,0,1,0,549.970,662.329,2.631,6.452,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,3.6296088824165125,-0.043,0,1,0,10.535,0,0,34.542,1,0,0,2_disagree,2_disagree,3_neither_agree_nor_disagree,fixed intelligence&&strongly disagree::can learn&&agree::student control&&disagree,2.011,2.042,5.730,1.082,5.530,3.425,0.9044572098079646,-1.3079303471789847,-0.17132930352016226,0.5450662858777284
100003,COL01,COL01_CS,2,2,2,SEM2_SOFT_SKILLS,soft skills,soft_skills,F0023,0,0,72.340,1,19.900,0,1,0,0,49.201,34.427,47.277,42.974,54.660,36.605,55.643,2.229,2.516,1.886,2.917,5,3.761,5,3.536,0,1,0,549.970,662.329,2.631,6.452,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,3.6296088824165125,-0.043,1,0,0,8.616,0,1,50.966,0,0,1,4_agree,5_strongly_agree,2_disagree,fixed intelligence&&disagree::can learn&&strongly agree::student control&&neither agree nor disagree,1.683,3.879,8.154,NA,4.602,11.362,0.9167977193163347,-1.6460693731941256,0.2065785590267623,0.2954087708694058
100026,COL01,COL01_CS,1,1,1,SEM1_MATH,math,math,F0002,0,0,17.021,0,19.480,0,0,0,0,59.071,55.459,58.880,43.497,49.089,38.985,53.278,2.779,2.382,2.800,2.253,3.059,3.249,3.409,3.570,1,1,0,691.908,768.776,6.599,7.136,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3.6933167244344896,0.016,1,0,0,9.541,0,1,44.191,1,0,0,3_neither_agree_nor_disagree,4_agree,1_strongly_disagree,fixed intelligence&&neither agree nor disagree::can learn&&strongly disagree::student control&&agree,1.373,3.896,5.703,0.886,6.333,9.141,-0.3160013655221235,-0.19667384406567637,-0.9349599738937432,-1.2087180095444583
100026,COL01,COL01_CS,1,1,1,SEM1_PHYSICS,physics,physics,F0005,0,0,72.340,0,19.480,0,0,0,0,59.071,55.459,58.880,43.497,49.089,38.985,53.278,2.779,2.382,2.800,2.253,3.059,3.249,3.409,3.570,1,1,0,691.908,768.776,6.599,7.136,0,1,0,0,1,NA,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3.6933167244344896,0.016,0,0,1,3.013,0,0,36.430,1,0,0,1_strongly_disagree,2_disagree,4_agree,fixed intelligence&&strongly agree::can learn&&neither agree nor disagree::student control&&strongly disagree,1.983,2.677,5.540,1.413,6.742,7.582,1.469012680919157,0.8883424421005357,-1.0398478957079762,-0.5282729690759685
100026,COL01,COL01_CS,1,1,1,SEM1_PROGRAMMING,programming,programming,F0007,1,1,59.574,0,19.480,0,0,0,0,59.071,55.459,58.880,43.497,49.089,38.985,53.278,2.779,2.382,2.800,2.253,3.059,3.249,3.409,3.570,1,1,0,691.908,768.776,6.599,7.136,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3.6933167244344896,0.016,0,0,1,7.213,0,1,49.964,1,0,0,5_strongly_agree,5_strongly_agree,1_strongly_disagree,fixed intelligence&&neither agree nor disagree::can learn&&strongly disagree::student control&&agree,3.396,3.741,5.594,2.264,6.270,7.493,1.221150068758613,-0.7795686327141284,0.24565138888006122,0.336521371472194
100026,COL01,COL01_CS,1,1,1,SEM1_WRITING,writing,writing,F0011,0,0,34.043,1,19.480,0,0,0,0,59.071,55.459,58.880,43.497,49.089,38.985,53.278,2.779,2.382,2.800,2.253,3.059,3.249,3.409,3.570,1,1,0,691.908,768.776,6.599,7.136,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3.6933167244344896,0.016,1,0,0,14.760,0,0,44.210,0,0,1,2_disagree,3_neither_agree_nor_disagree,5_strongly_agree,fixed intelligence&&agree::can learn&&disagree::student control&&strongly agree,1.637,5.111,5.088,1.625,4.477,7.737,1.4163640743065904,0.5084425396028512,0.37911898313098297,0.028405918736406365
